title,address,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,categoryName,cid,city,claimThisBusiness,countryCode,imageUrl,imagesCount,isAdvertisement,location/lat,location/lng,neighborhood,openingHours/0/day,openingHours/0/hours,openingHours/1/day,openingHours/1/hours,openingHours/2/day,openingHours/2/hours,openingHours/3/day,openingHours/3/hours,openingHours/4/day,openingHours/4/hours,openingHours/5/day,openingHours/5/hours,openingHours/6/day,openingHours/6/hours,permanentlyClosed,phone,phoneUnformatted,postalCode,rank,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar,state,street,subTitle,totalScore,url,website
Kishan Xerox,"Hare krishna Complex, opposite Kothawala Flats, Pritam Nagar, Paldi, Ahmedabad, Gujarat 380006, India",Copy shop,,,,,,,,,,Copy shop,6.93E+18,Ahmedabad,TRUE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=L3qqgUGQiJsbibcnPg4kBQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=145.76764&pitch=0&thumbfov=100,1,FALSE,23.0184266,72.5676681,"Pritam Nagar, Paldi",,,,,,,,,,,,,,,FALSE,,,380006,7,3,,,,,,Gujarat,"Hare krishna Complex, opposite Kothawala Flats",કિશન ઝેરોક્સ,4.7,https://www.google.com/maps/search/?api=1&query=Kishan%20Xerox&query_place_id=ChIJy_EXh_-EXjkRVlGmo6ANPWA,
INKPRESSON DIGITAL PRINT HUB,"Mahalaxmi Complex, Old, Sharda Mandir Rd, Motinagar Society, Paldi, Ahmedabad, Gujarat 380007, India",Digital printing service,Invitation printing service,Trophy shop,,,,,,,,Digital printing service,6.06E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipMcyhMJLSO_iAPmQX-T-sfBrXtRF8b7-cQGA3WH=w408-h612-k-no,22,FALSE,23.010292,72.5602918,"Motinagar Society, Paldi",Monday,10:30 AM to 6:30 PM,Tuesday,10:30 AM to 6:30 PM,Wednesday,10:30 AM to 6:30 PM,Thursday,10:30 AM to 6:30 PM,Friday,10:30 AM to 6:30 PM,Saturday,10:30 AM to 6:30 PM,Sunday,Closed,FALSE,,,380007,10,2,,,,,,Gujarat,"Mahalaxmi Complex, Old, Sharda Mandir Rd",,4.5,https://www.google.com/maps/search/?api=1&query=INKPRESSON%20DIGITAL%20PRINT%20HUB&query_place_id=ChIJzRtuIl6FXjkRmDQVxsDTEVQ,
MARFATIYA COTTAGE (MARFATIYA XEROX),"Jamalpur Pagti Rd, near ippu parlour, Khatkiwad, Mahajan No Vando, Khamasa, Ahmedabad, Gujarat 380001, India",Copy shop,,,,,,,,,,Copy shop,9.93E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipP2LVCGNxz8Xl_JQBct0dil0oyvKXswA-pHMuvv=w408-h346-k-no,8,FALSE,23.0186942,72.5845178,"Khatkiwad, Mahajan No Vando, Khamasa",Monday,8:30 AM to 1 AM,Tuesday,8 AM to 1 AM,Wednesday,8 AM to 1 AM,Thursday,8 AM to 1 AM,Friday,8 AM to 1 AM,Saturday,8 AM to 1 AM,Sunday,8 AM to 12:30 AM,FALSE,,,380001,16,6,,,,,,Gujarat,"Jamalpur Pagti Rd, near ippu parlour",,5,https://www.google.com/maps/search/?api=1&query=MARFATIYA%20COTTAGE%20(MARFATIYA%20XEROX)&query_place_id=ChIJ91xoEMGFXjkRnRcUuyCd1Ik,
Sonal Xerox,"32, Sardar Patel Market, Jamalpur Char Rasta, opp. Calico Mills, Ahmedabad, Gujarat 380022, India",Copy shop,,,,,,,,,,Copy shop,4.68E+18,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noAH_9Chu3k8Fs2-1xFHdYcveuvnB1AY5_tgplMq-eOsQx-kLHqXRe0tCv6aaB1pEZG6v0azbJ-z_upXZ9lvGToIoHaSr9uPZ3uf7BxePPOM8n85SHiV3FhTflvcreYCBKoic8=w408-h248-k-no,43,FALSE,23.0105721,72.5793894,Jamalpur,Monday,10 AM to 12 AM,Tuesday,"12 to 8:30 AM, 10 AM to 12 AM",Wednesday,"12 to 8:30 AM, 10 AM to 12 AM",Thursday,"12 to 8:30 AM, 10 AM to 12 AM",Friday,"12 to 8:30 AM, 10 AM to 12 AM",Saturday,10 AM to 12 AM,Sunday,12 to 8:30 AM,FALSE,+91 79 2535 1716,9.18E+11,380022,22,80,36,22,8,8,6,Gujarat,"32, Sardar Patel Market, Jamalpur Char Rasta, opp. Calico Mills",સોનલ ઝેરોક્ષ,3.9,https://www.google.com/maps/search/?api=1&query=Sonal%20Xerox&query_place_id=ChIJC4Sl87aFXjkRqWP4vnQu6kA,
Royal Xerox & Printing,"44, opp. U N Mehta Hospital, opp. Gate -1, Dhabharnagar Society, Arihant Nagar, Shahibag, Ahmedabad, Gujarat 380004, India",Print shop,Bus ticket agency,Copy shop,Lamination service,Train ticket agency,,,,,,Print shop,4.88E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipNEHpYJ2H5lipbgLgcw8Q03Wa_RRDgwYpg6sdDQ=w408-h306-k-no,15,FALSE,23.0529384,72.5998071,"Dhabharnagar Society, Arihant Nagar, Shahibag",Monday,8 AM to 10:30 PM,Tuesday,8 AM to 10:30 PM,Wednesday,8 AM to 10:30 PM,Thursday,8 AM to 10:30 PM,Friday,8 AM to 10:30 PM,Saturday,8 AM to 10:30 PM,Sunday,8 AM to 9:30 PM,FALSE,+91 98250 69908,9.20E+11,380004,5,6,,,,,,Gujarat,"44, opp. U N Mehta Hospital, opp. Gate -1",રોયલ ઝેરોક્ષ & પ્રિન્ટિંગ,4.7,https://www.google.com/maps/search/?api=1&query=Royal%20Xerox%20%26%20Printing&query_place_id=ChIJUV52hGqEXjkROTIZ4D2YvEM,
Swastik Print shop and Book Stationary stor,"Ghevar Complex, Shahibaug Rd., near Raj Hospital, Shahibag, Ahmedabad, Gujarat 380004, India",Print shop,Pen store,,,,,,,,,Print shop,1.12E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npr6v3a6K-bSMuKJvJ-sf0XxlvYTNtUrkSiu24PNH7E6rMlVtso6t7qHjoYmGPDhqitzL-4YfqLCgkangbRUp3OUdAN9W4jSnVa3dLmC6wVahdJnc-MKy5BFg-RBfetcL3VikyP=w408-h306-k-no,10,FALSE,23.0566445,72.5982356,Shahibag,Monday,10 AM to 9 PM,Tuesday,10 AM to 9 PM,Wednesday,10 AM to 9 PM,Thursday,10 AM to 9 PM,Friday,10 AM to 9 PM,Saturday,10 AM to 9 PM,Sunday,12 to 7 PM,FALSE,+91 99090 85620,9.20E+11,380004,6,3,,,,,,Gujarat,"Ghevar Complex, Shahibaug Rd., near Raj Hospital",સ્વસ્તિક બુક સ્ટોર,4.7,https://www.google.com/maps/search/?api=1&query=Swastik%20Print%20shop%20and%20Book%20Stationary%20stor&query_place_id=ChIJj18RYw6EXjkRYpc2rE3OyZo,
Aashirwad Xerox,"Basement, Ghevar Complex, Ghewar Char Rasta, Shahibag, Ahmedabad, Gujarat 380004, India",Digital printing service,,,,,,,,,,Digital printing service,1.22E+19,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noDDaufMT6-YisMndMaTbSpv_xDWRYfATzzfO7u335-fjK47NlDrcxNfP2ReyQYxqiPzC5_sLWRfIaj6-00n5XaBYaEX-Sq_tBJQ_iZ1KdN4vBjVOjGpkN6oJ1JQTMAmBDIo2Y2nmDAI5Ne=w408-h408-k-no,3,FALSE,23.0567077,72.5983482,Shahibag,Monday,8 AM to 9 PM,Tuesday,8 AM to 9 PM,Wednesday,8 AM to 9 PM,Thursday,8 AM to 9 PM,Friday,8 AM to 9 PM,Saturday,8 AM to 9 PM,Sunday,8 AM to 9 PM,FALSE,,,380004,7,0,,,,,,Gujarat,"Basement, Ghevar Complex, Ghewar Char Rasta",,,https://www.google.com/maps/search/?api=1&query=Aashirwad%20Xerox&query_place_id=ChIJ-yn9ewCFXjkRCKUF0Tv_06k,
Ambica Xerox,"Shop No. 4, First Floor Opp. U. N. Mehta Heart Hospital New Civil Hospital, Asarwa, Shahibag, Ahmedabad, Gujarat 380016, India",Print shop,,,,,,,,,,Print shop,1.08E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipML4-BdCWJeWOlNXXUGTDh5Dzs2stRRwwmibsPF=w408-h725-k-no,35,FALSE,23.0520398,72.6003446,Shahibag,Monday,9 AM to 7:30 PM,Tuesday,9 AM to 7:30 PM,Wednesday,9 AM to 7:30 PM,Thursday,9 AM to 7:30 PM,Friday,9 AM to 7:30 PM,Saturday,9 AM to 7:30 PM,Sunday,9 AM to 2 PM,FALSE,+91 83209 20065,9.18E+11,380016,9,2,,,,,,Gujarat,"Shop No. 4, First Floor Opp. U. N. Mehta Heart Hospital New Civil Hospital, Asarwa",અંબિકા ઝેરોક્સ,4.5,https://www.google.com/maps/search/?api=1&query=Ambica%20Xerox&query_place_id=ChIJo_73EBeFXjkRkQzFbCqfc5U,
Gopal Xerox Center,"2JX3+M68, Rukshmani Bhuvan, Civil Hospital Rd, opp. O.P.D Block, Asarwa, Ahmedabad, Gujarat 380016, India",Copy shop,Lamination service,,,,,,,,,Copy shop,1.74E+19,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrKcvJsG05fI9ZNSMb0yGSTRS3bYlOxtHXc5LSuQ8G9m2Mwa5uqzYkfLjbFIgDpipcbtg-QFc_NMMuMKZOKFAaz63YhGLtuvB9KSnSxy2pOLJnYjurklDIMEyc2ykYNgTiyZAt1eALc0Gw=w408-h306-k-no,7,FALSE,23.0491612,72.6030887,"Patel Society, Asarwa",Monday,8:30 AM to 8:30 PM,Tuesday,8:30 AM to 8:30 PM,Wednesday,8:30 AM to 8:30 PM,Thursday,8:30 AM to 8:30 PM,Friday,8:30 AM to 8:30 PM,Saturday,8:30 AM to 8:30 PM,Sunday,8:30 AM to 6:30 PM,FALSE,+91 98985 27384,9.20E+11,380016,10,38,,,,,,Gujarat,"2JX3+M68, Rukshmani Bhuvan, Civil Hospital Rd, opp. O.P.D Block",ગોપાલ ઝેરોક્સ સેન્ટર,4.8,https://www.google.com/maps/search/?api=1&query=Gopal%20Xerox%20Center&query_place_id=ChIJt0fVqxCEXjkR-GxvCc2G_fA,
Maruti General Store & Xerox Centre,"15, Bipin Complex, Opp. Cancer Hospital, Civil Hospital Rd, near Prabhu Parlour, Asarwa, Ahmedabad, Gujarat 380016, India",Copy shop,Pen store,,,,,,,,,Copy shop,6.11E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipPKHwwLiCrxwJa0YuHwkmN9w52ewAi4pJJRf15c=w408-h725-k-no,37,FALSE,23.0486445,72.6058658,Asarwa,Monday,7:30 AM to 9 PM,Tuesday,7:30 AM to 9 PM,Wednesday,7:30 AM to 9 PM,Thursday,7:30 AM to 9 PM,Friday,7:30 AM to 9 PM,Saturday,7:30 AM to 9 PM,Sunday,8:30 AM to 1 PM,FALSE,+91 96243 42282,9.20E+11,380016,11,41,,,,,,Gujarat,"15, Bipin Complex, Opp. Cancer Hospital, Civil Hospital Rd, near Prabhu Parlour",મારુતિ જનરલ સ્ટોર & ઝેરોક્ષ સેન્ટર,4.9,https://www.google.com/maps/search/?api=1&query=Maruti%20General%20Store%20%26%20Xerox%20Centre&query_place_id=ChIJZY6IgxmEXjkRuKnVdB7PvVQ,
Bansi Xerox & Stationery,"Meghaninagar Rd, opposite Kailash Nagar, Chamanpura, Asarwa, Ahmedabad, Gujarat 380016, India",Copy shop,Stationery store,,,,,,,,,Copy shop,1.30E+19,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFBhb9otABFluuvQrN7v0nw-0e3z5RRPwhSS1IKT9LNvSblhnSWikQJLYjiYDG7TjGPoJjfwhevS9LlIW_qPeOHjeq0CFy8Hfa-I6dvmZkuTrRKZU3SkA1Bde6AYLbEt8ZeWQJK9Y68QlRG8_fd4y9FmMtK6pSZJkm5d975UUpBYd7u4P6AG7XBNR-PJ6oohGJS1zU=w408-h306-k-no,3,FALSE,23.0510841,72.6119048,"Chamanpura, Asarwa",,,,,,,,,,,,,,,FALSE,,,380016,13,3,,,,,,Gujarat,"Meghaninagar Rd, opposite Kailash Nagar",બંસી ઝેરોક્સ & સ્ટેશનરી,4.3,https://www.google.com/maps/search/?api=1&query=Bansi%20Xerox%20%26%20Stationery&query_place_id=ChIJ88u2NRyEXjkRR1lb2mFBG7Q,
Amee Xerox & Telecom,"2JX3+M68, Civil Hospital Rd, opposite New Civil Hospital, Patel Society, Asarwa, Ahmedabad, Gujarat 380016, India",Copy shop,,,,,,,,,,Copy shop,5.09E+18,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGir3SEYzrZ-lYEX1o4F84o3nWp7-hrxnwYCNxm8o55yRWW8R6g_Pkt11R32MuKy-oCL3ZO-4jt3xKNRzpDpcE16XYokd5tgehSMJ6LnPV_Ko1koxbtuaRMn84Ofm4vDQ-Ei6ddmojlD_uVaCep98vGH6IoHSanW1nN1LpT1RKodEQqnnIP0cjA0ObxnjgFbPgiTQ=w408-h306-k-no,3,FALSE,23.0491636,72.6030901,"Patel Society, Asarwa",Monday,8:30 AM to 8 PM,Tuesday,8:30 AM to 8 PM,Wednesday,8:30 AM to 8 PM,Thursday,8:30 AM to 8 PM,Friday,8:30 AM to 8 PM,Saturday,8:30 AM to 8 PM,Sunday,8 AM to 2 PM,FALSE,+91 98242 44035,9.20E+11,380016,16,7,,,,,,Gujarat,"2JX3+M68, Civil Hospital Rd, opposite New Civil Hospital",અમી ઝેરોક્સ & ટેલિકોમ,4.9,https://www.google.com/maps/search/?api=1&query=Amee%20Xerox%20%26%20Telecom&query_place_id=ChIJGakpqhCEXjkRMDjM8ZvRnEY,
HD Xerox,"Patel Parmanand Ni Chali, 108, Rakhial Rd, Krishna Nagar, Rakhial, Ahmedabad, Gujarat 380021, India",Print shop,,,,,,,,,,Print shop,1.07E+19,Ahmedabad,FALSE,IN,,,FALSE,23.0230814,72.6193453,"Krishna Nagar, Rakhial",Monday,9 AM to 10 PM,Tuesday,9 AM to 10 PM,Wednesday,9 AM to 10 PM,Thursday,9 AM to 10 PM,Friday,9 AM to 10 PM,Saturday,9 AM to 10 PM,Sunday,9 AM to 10 PM,FALSE,,,380021,7,0,,,,,,Gujarat,"Patel Parmanand Ni Chali, 108, Rakhial Rd",,,https://www.google.com/maps/search/?api=1&query=HD%20Xerox&query_place_id=ChIJLXrkHcKHXjkR2UTz4EWZC5Q,https://sites.google.com/view/hdxeroxlamination/home
Shreeji Xerox,"2JJ5+5G6, Saraspur, Ahmedabad, Gujarat 380018, India",Print shop,,,,,,,,,,Print shop,1.70E+19,Ahmedabad,TRUE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=POG1tEWt0UJWwRY1siP_RQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=172.59155&pitch=0&thumbfov=100,1,FALSE,23.0304009,72.608779,Saraspur,Monday,7 AM to 10 PM,Tuesday,7 AM to 10 PM,Wednesday,7 AM to 10 PM,Thursday,7 AM to 10 PM,Friday,7 AM to 10 PM,Saturday,7 AM to 10 PM,Sunday,7 AM to 10 PM,FALSE,,,,20,5,,,,,,Gujarat,2JJ5+5G6,,5,https://www.google.com/maps/search/?api=1&query=Shreeji%20Xerox&query_place_id=ChIJ19G9PQCFXjkRX6bOMjD9a-s,
Vinayak Xerox,"2HWX+WXJ, Shanitpura, opposite Eye Hospital, Girdhar Nagar, Ahmedabad, Gujarat 380016, India",Print shop,,,,,,,,,,Print shop,6.54E+18,Ahmedabad,TRUE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=V67Ub1Q8ZNwaR0617_Izdw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=329.47574&pitch=0&thumbfov=100,1,FALSE,23.0473402,72.5998995,"Pritam Nagar, Girdhar Nagar",,,,,,,,,,,,,,,FALSE,+91 98981 16998,9.20E+11,380016,10,0,,,,,,Gujarat,"2HWX+WXJ, Shanitpura, opposite Eye Hospital",,,https://www.google.com/maps/search/?api=1&query=Vinayak%20Xerox&query_place_id=ChIJv24g3BaEXjkREUU_9cNOz1o,
SREE XEROX ONLINE,"SHANTIPURA BALIYA LIMBDI CHAR RASTA, New Civil Hospital Rd, Asarwa, Gujarat 380016, India",Print shop,,,,,,,,,,Print shop,1.75E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipOwENqfBgNRmW8T5tBaj4mEpB9YKBihsGpw3GMC=w408-h306-k-no,8,FALSE,23.0473533,72.6012199,"Pritam Nagar, Asarwa",,,,,,,,,,,,,,,FALSE,+91 76985 75710,9.18E+11,380016,11,2,,,,,,Gujarat,"SHANTIPURA BALIYA LIMBDI CHAR RASTA, New Civil Hospital Rd",શ્રી ઝેરોક્સ ઓનલાઇન,5,https://www.google.com/maps/search/?api=1&query=SREE%20XEROX%20ONLINE&query_place_id=ChIJh2GSSi-FXjkRShCTCgh2QvM,
Burhani Xerox,"Naroda Road, Opp. Amdupura Petroleum, nr. Vohra na roja, Amdupura, Ahmedabad, Gujarat 380018, India",Print shop,,,,,,,,,,Print shop,7.69E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipN4D3_ohDw-jnAm4DPR-WaOFBzjJ31pqJ-q3gW9=w408-h544-k-no,3,FALSE,23.0363458,72.6061026,"Amdupura, Saraspur",,,,,,,,,,,,,,,FALSE,+91 91062 02561,9.19E+11,380018,12,3,,,,,,Gujarat,"Naroda Road, Opp. Amdupura Petroleum, nr. Vohra na roja",બુરહાની ઝેરોક્સ,5,https://www.google.com/maps/search/?api=1&query=Burhani%20Xerox&query_place_id=ChIJDR_0L4-FXjkRD8Q7fbZnxmo,
Maruti Xerox,"Government E Colony, 69/272, opp. Amber Cinema, Dhobi Ghat, Kailash Nagar, Saraspur, Ahmedabad, Gujarat 380024, India",Print shop,,,,,,,,,,Print shop,8.07E+18,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npA9Kdzc7BJCf4D6MuN5N_QhnLNyrHG7TvZkP69vHBSEU33d6jOQKKzH9mDB8XlMgxTWjlm8V4E6FzrS8lBd8Q8hx5p0sS357cw0eebAlfwlM4jE3cgTaFIjD3E4BIUXA269CJL=w521-h240-k-no,4,FALSE,23.0343448,72.6199987,"Dhobi Ghat, Kailash Nagar, Saraspur",Monday,8 AM to 9 PM,Tuesday,8 AM to 9 PM,Wednesday,8 AM to 9 PM,Thursday,8 AM to 9 PM,Friday,8 AM to 9 PM,Saturday,8 AM to 9 PM,Sunday,8 AM to 3 PM,FALSE,+91 99989 88870,9.20E+11,380024,20,7,,,,,,Gujarat,"Government E Colony, 69/272, opp. Amber Cinema",,5,https://www.google.com/maps/search/?api=1&query=Maruti%20Xerox&query_place_id=ChIJq6qq6o-GXjkRSnM1vI_Q9W8,
Shiv Zerox,"3J22+V5F, Jay Complex, Vittal Nagar Road, Shahibaug, Girdhar Nagar, Ahmedabad, Gujarat 380004, India",Copy shop,Digital printer,,,,,,,,,Copy shop,1.64E+19,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEeWuH-eLHvgQpNpHbXr90S2XyJ7ttEsnj74mEw7dWnRsXhkB6CdAjdCzjzqXIGJbrX4hk45sPnDUcs9FZHcor1ZCY3bBaR9u2QowPe6NKKZR5i3IV2kSe96pfV50-ehS9yvpajPyWpMrdBh10BXRCCHUAUKevW1b2Gyg_dTUxjEBxfEKdkU7bxLW-p8pIc5HZqOQ=w408-h306-k-no,5,FALSE,23.0521867,72.6004132,"Shahibaug, Girdhar Nagar",Monday,8:30 AM to 12 AM,Tuesday,8:30 AM to 12 AM,Wednesday,8:30 AM to 12 AM,Thursday,8:30 AM to 12 AM,Friday,8:30 AM to 12 AM,Saturday,8:30 AM to 12 AM,Sunday,8:30 AM to 2 PM,FALSE,+91 99242 42632,9.20E+11,380004,23,66,40,16,1,7,2,Gujarat,"3J22+V5F, Jay Complex, Vittal Nagar Road",શિવ ઝેરોક્સ,4.4,https://www.google.com/maps/search/?api=1&query=Shiv%20Zerox&query_place_id=ChIJaXKpUhCEXjkRPg0FB6EYseM,
Parshwa Copiers,"15, Ashmi Shopping Centre, Opposite Shalby Hospital, Opposite Mem Nagar Fire Station, Vijay Cross Rd, Sarvottam Nagar Society, Navrangpura, Ahmedabad, Gujarat 380009, India",Copy shop,,,,,,,,,,Copy shop,1.58E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipMr6m9VvYp4i3XFcLhwsaHY9IYNl6Gm1mGqOB8x=w426-h240-k-no,2,FALSE,23.0445382,72.5509483,"Sarvottam Nagar Society, Navrangpura",,,,,,,,,,,,,,,FALSE,+91 79 4004 6880,9.18E+11,380009,44,12,7,3,1,1,0,Gujarat,"15, Ashmi Shopping Centre, Opposite Shalby Hospital, Opposite Mem Nagar Fire Station, Vijay Cross Rd",પાર્શ્વ કોપિયર્સ,4.3,https://www.google.com/maps/search/?api=1&query=Parshwa%20Copiers&query_place_id=ChIJRUihOZGEXjkR7M6BcRvT3ts,
Chirag telecom and xerox,"3H2P+6MR, Devjipura, Dudheshwar, Ahmedabad, Gujarat 380004, India",Print shop,,,,,,,,,,Print shop,9.58E+18,Ahmedabad,TRUE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8hLb2PtC4xHQnWOvkjUJhg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=231.6553&pitch=0&thumbfov=100,1,FALSE,23.0506085,72.586638,"Devjipura, Dudheshwar",Monday,9:30 AM to 10 PM,Tuesday,9:30 AM to 10 PM,Wednesday,9:30 AM to 10 PM,Thursday,9:30 AM to 10 PM,Friday,9:30 AM to 10 PM,Saturday,9:30 AM to 10 PM,Sunday,9:30 AM to 10 PM,FALSE,,,380004,18,2,,,,,,Gujarat,3H2P+6MR,,5,https://www.google.com/maps/search/?api=1&query=Chirag%20telecom%20and%20xerox&query_place_id=ChIJ5dMSd-WFXjkRy-I6Cwcu6YQ,
Dudh Wala Xerox Centre,"Shop No. 18, Opp Rani Shipri Masjid, Astodian Gate, Swami Vivekananda Rd, Astodia, Khamasa, Ahmedabad, Gujarat 380001, India",Copy shop,,,,,,,,,,Copy shop,2.99E+17,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-proxy/ALd4DhG3k5BOopGvLZGpN0XtZsSapv24sdO0OUysbsxAwtctuVo0WsNJzHDa-DEd__ZCjfNT2fnj-5zuWtxgh6SKoFsGoKXBCCoDO15yIWRVOAma_f0PcxTgSrjAjI4ROyNBw6TtSQNkzOGlvVA56rbdxCjCkvucF5TKqo04avFKVT9Ib5xICwYWCC4AdTq021pu1foK-BY=w408-h543-k-no,3,FALSE,23.0169043,72.590143,"Old City, Astodia, Khamasa",Monday,9 AM to 11 PM,Tuesday,9 AM to 11 PM,Wednesday,9 AM to 11 PM,Thursday,9 AM to 11 PM,Friday,9 AM to 11 PM,Saturday,9 AM to 11 PM,Sunday,9 AM to 11 PM,FALSE,+91 79 2539 0169,9.18E+11,380001,25,5,0,3,1,1,0,Gujarat,"Shop No. 18, Opp Rani Shipri Masjid, Astodian Gate, Swami Vivekananda Rd",દુધ વાળા ઝેરોક્સ સેન્ટર,3.2,https://www.google.com/maps/search/?api=1&query=Dudh%20Wala%20Xerox%20Centre&query_place_id=ChIJodADa7WFXjkRdBehrH_DJgQ,
Orbit Multiprint,"Sumel 11, An Indian Textile Plaza, 143, BAPS Cir, nr. BAPS, Bhadreshwar Society, Shahibag, Ahmedabad, Gujarat 380004, India",Print shop,,,,,,,,,,Print shop,1.69E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npMRG5KYAXqgLC9K_YO3cCByOV30f_KeS0XxM2jNykudp1QjpRsACLEXBfDBcyvHpkDiouNrQBl-ps-Jchqbxkt8xkSS_Ds3M8MIyy9TQwaP6Qwyu9TBJd6VOQRBl7fQU5lJsnG=w408-h544-k-no,1,FALSE,23.0421772,72.5872801,"Bhadreshwar Society, Shahibag",Monday,10 AM to 7:30 PM,Tuesday,10 AM to 7:30 PM,Wednesday,10 AM to 7:30 PM,Thursday,10 AM to 7:30 PM,Friday,10 AM to 7:30 PM,Saturday,10 AM to 7 PM,Sunday,Closed,FALSE,+91 90165 28799,9.19E+11,380004,30,64,47,0,17,0,0,Gujarat,"Sumel 11, An Indian Textile Plaza, 143, BAPS Cir, nr. BAPS",ઓર્બિટ મલ્ટિપ્રીન્ટ,3.9,https://www.google.com/maps/search/?api=1&query=Orbit%20Multiprint&query_place_id=ChIJT1lP4n-FXjkRK2VMvgcpjeo,http://www.orbitmultiprint.com/
Manibhadra Enterprise( Mfg’s Of Dr File Printing),"Shop No, E-108, SUMEL BUSINESS PARK-6, Shahibag, Ahmedabad, Gujarat 380004, India",Print shop,Offset printing service,,,,,,,,,Print shop,5.56E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipOW3A3sUnJSb9iMBojf8PGT9QnilBVN85eS_DEJ=w408-h306-k-no,31,FALSE,23.046758,72.583687,Shahibag,Monday,10 AM to 8 PM,Tuesday,10 AM to 8 PM,Wednesday,10 AM to 8 PM,Thursday,10 AM to 8 PM,Friday,10 AM to 8 PM,Saturday,10 AM to 8 PM,Sunday,Closed,FALSE,+91 98240 69174,9.20E+11,380004,33,1,1,0,0,0,0,Gujarat,"Shop No, E-108, SUMEL BUSINESS PARK-6",,5,https://www.google.com/maps/search/?api=1&query=Manibhadra%20Enterprise(%20Mfg%E2%80%99s%20Of%20Dr%20File%20Printing)&query_place_id=ChIJgTyGy26EXjkRqtDJhEwdJE0,
Ashirwad Xerox,"2H44+826, Chitrakar Rasiklal Parikh Marg, Opposite Sahajanand Complex, Bhatta, Paldi, Ahmedabad, Gujarat 380007, India",Copy shop,,,,,,,,,,Copy shop,1.31E+19,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr2rK4JfrB5D3vHWTj_FtX1NFUpwXxq1gPA0scUsYRP8Q4ioZf96Lr5XaJzj1e_MeIppnoLgsBvSTfjhybXLOVD4QC4tDfKnBERwCYoMHUdymIeppr0X5xTcNYeyAbdhZjFotxbWg=w408-h725-k-no,2,FALSE,23.0057779,72.5550037,"Bhatta, Paldi",,,,,,,,,,,,,,,FALSE,+91 98259 76559,9.20E+11,380007,7,2,,,,,,Gujarat,"2H44+826, Chitrakar Rasiklal Parikh Marg, Opposite Sahajanand Complex",આશીર્વાદ ઝેરોક્સ,5,https://www.google.com/maps/search/?api=1&query=Ashirwad%20Xerox&query_place_id=ChIJZbXk2BqFXjkRQwaVnOhOKLY,
