title,address,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,categoryName,cid,city,claimThisBusiness,countryCode,imageUrl,imagesCount,isAdvertisement,location/lat,location/lng,neighborhood,openingHours/0/day,openingHours/0/hours,openingHours/1/day,openingHours/1/hours,openingHours/2/day,openingHours/2/hours,openingHours/3/day,openingHours/3/hours,openingHours/4/day,openingHours/4/hours,openingHours/5/day,openingHours/5/hours,openingHours/6/day,openingHours/6/hours,permanentlyClosed,phone,phoneUnformatted,postalCode,rank,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar,state,street,subTitle,totalScore,url,website
Matangi Xerox,"17, Shikshapatri Appt, Narayan Nagar Rd, Chandra Nagar, Paldi, Ahmedabad, Gujarat 380007, India",Pen store,,,,,,,,,,Pen store,6.24E+17,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqOz0X8XAR8adL4mJ2CLCwLrfXW97KZLJiRKUMT58d2dzLV0QE2LUNBeGVXgOkP1FcypJD7dZtbyRQHqnmupVBIoLk6KyBsA4NT2IIlK2uRG-KCYljstCv1CilLpeAx8v2rYy8=w408-h544-k-no,2,FALSE,23.0001739,72.5568743,"Pavapuri Society, Chandra Nagar, Paldi",Monday,9:30 AM to 7:30 PM,Tuesday,9:30 AM to 7:30 PM,Wednesday,9:30 AM to 7:30 PM,Thursday,9:30 AM to 7:30 PM,Friday,9:30 AM to 7:30 PM,Saturday,9:30 AM to 7:30 PM,Sunday,10:30 AM to 1 PM,FALSE,+91 99797 37101,9.20E+11,380007,14,2,,,,,,Gujarat,"17, Shikshapatri Appt, Narayan Nagar Rd",માતંગી ઝેરોક્સ,1,https://www.google.com/maps/search/?api=1&query=Matangi%20Xerox&query_place_id=ChIJoVyYKlSFXjkRjlLvezViqAg,
Mahavir Xerox and Stationery,"LL-2, Murlidhar Complex, Surendra Mangaldas Rd, beside Sunphoto, Patel Colony, Ambawadi, Ahmedabad, Gujarat 380015, India",Copy shop,Christmas store,Dairy store,Passport photo processor,Photo lab,Photography service,Photography studio,Print shop,Stationery store,Stationery wholesaler,Copy shop,7.06E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipNub2NvjuNMy32VpzZ_tvos2YeHlbRClvCla7w0=w408-h544-k-no,52,FALSE,23.0217123,72.5463133,"Patel Colony, Ambawadi",Monday,8 AM to 12 AM,Tuesday,8 AM to 12 AM,Wednesday,8 AM to 12 AM,Thursday,8 AM to 12 AM,Friday,8 AM to 12 AM,Saturday,8 AM to 12 AM,Sunday,8 AM to 12 AM,FALSE,+91 90332 22386,9.19E+11,380015,15,158,,,,,,Gujarat,"LL-2, Murlidhar Complex, Surendra Mangaldas Rd, beside Sunphoto",,4.9,https://www.google.com/maps/search/?api=1&query=Mahavir%20Xerox%20and%20Stationery&query_place_id=ChIJ9W8tMRqFXjkRwuX0TX4B9WE,
Gandhi Xerox,"F-5,Sundar Gopal Complex,Ambawadi Circle,Ambawadi, Panchavati Rd, opposite centro mall, Panchavati Society, Gulbai Tekra, Ahmedabad, Gujarat 380006, India",Digital printing service,Bookbinder,Digital printer,Lamination service,Offset printing service,Print shop,Screen printing shop,,,,Digital printing service,1.55E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipM8TCiLxsJqJdfJwOEiSApoHxgVb5Mc3Z4jxe7E=w408-h272-k-no,22,FALSE,23.0211692,72.5539335,"Panchavati Society, Gulbai Tekra",Monday,8 AM to 9 PM,Tuesday,8 AM to 9 PM,Wednesday,8 AM to 9 PM,Thursday,8 AM to 9 PM,Friday,8 AM to 9 PM,Saturday,8 AM to 9 PM,Sunday,10:30 AM to 2 PM,FALSE,+91 72288 18844,9.17E+11,380006,16,69,,,,,,Gujarat,"F-5,Sundar Gopal Complex,Ambawadi Circle,Ambawadi, Panchavati Rd, opposite centro mall",ગાંધી ઝેરોક્ષ,4.5,https://www.google.com/maps/search/?api=1&query=Gandhi%20Xerox&query_place_id=ChIJ____P_iEXjkRU9MlIW8vc9Y,http://www.gandhixerox.com/
Kunal Xerox,"Near Standard Chartered Bank, Navrangpura, Mithakhali Six Rd, Mithakhali, Ellisbridge, Ahmedabad, Gujarat 380009, India",Copy shop,,,,,,,,,,Copy shop,4.24E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrvZA-HnTlLNYlhK9wrGfJcVWg20RFmAtkU_rH8xvHYmmeZSNpXzofX2SZb5C49iMfZp-3MFHWeY1tasH1EgZG7V4Pxqcn6B7V7pd-c6-XuaBdw8-LviCHlWhdStW_gI8S3zrFD=w408-h306-k-no,27,FALSE,23.0318526,72.5627745,"Mithakhali, Ellisbridge",Monday,10 AM to 6:30 PM,Tuesday,10 AM to 6:30 PM,Wednesday,10 AM to 6:30 PM,Thursday,10 AM to 6:30 PM,Friday,10 AM to 6:30 PM,Saturday,10 AM to 6:30 PM,Sunday,10 AM to 6:30 PM,FALSE,+91 79 2646 2020,9.18E+11,380009,20,445,,,,,,Gujarat,"Near Standard Chartered Bank, Navrangpura, Mithakhali Six Rd",કુણાલ ઝેરોક્ષ,4.1,https://www.google.com/maps/search/?api=1&query=Kunal%20Xerox&query_place_id=ChIJe52MuvaEXjkRzUN_VBYl5Do,
S P xerox,"New Cloth Market, 26, Cabin No, Raipur, near 512, Ahmedabad, Gujarat 380025, India",Print shop,,,,,,,,,,Print shop,1.63E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npmiM_nsl-lwphvw-I5lK8lWc9TcmZ13o6efC_mUBxLvgKxmFjlochp4qrO5F51eEUcfNQOgfq8hzzvmafTt0FWsps7EU-8ewYZBvXNCMHt-kTWxvh-sT-tszztGdIS3FNbaOvoZA=w408-h544-k-no,1,FALSE,23.0178769,72.5999897,"New Cloth Market, Sarangpur, Sherkotda",Monday,9 AM to 9 PM,Tuesday,9 AM to 9:30 PM,Wednesday,9 AM to 9 PM,Thursday,9 AM to 9 PM,Friday,9 AM to 9 PM,Saturday,9 AM to 9 PM,Sunday,9 AM to 3 PM,FALSE,,,380025,1,2,,,,,,Gujarat,"New Cloth Market, 26, Cabin No, Raipur, near 512",,5,https://www.google.com/maps/search/?api=1&query=S%20P%20xerox&query_place_id=ChIJTXRxuv-HXjkR3iqsjg_KD-I,
JAY XEROX,"1530, near, Piplawali, opp. Dolatkhana, Juni Golwad, Sarangpur, Khadia, Ahmedabad, Gujarat 380001, India",Print shop,,,,,,,,,,Print shop,1.03E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipP4LQHb1ISttzn52SrrHWV803B-Nz3TLAb1lEIu=w408-h544-k-no,11,FALSE,23.0206539,72.5959017,"Juni Golwad, Sarangpur, Khadia",,,,,,,,,,,,,,,FALSE,,,380001,2,1,,,,,,Gujarat,"1530, near, Piplawali, opp. Dolatkhana",,5,https://www.google.com/maps/search/?api=1&query=JAY%20XEROX&query_place_id=ChIJFdrGw4KFXjkRw_LMzdzLRI8,
Ashirvad Xerox,"105 Vanijay Bhavan, Kankaria, Ahmedabad, Gujarat 380022, India",General store,,,,,,,,,,General store,9.31E+18,Ahmedabad,FALSE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VzdUrQhtwvCCTe0918dRtQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=24.435196&pitch=0&thumbfov=100,1,FALSE,23.0106998,72.6019957,Kankaria,,,,,,,,,,,,,,,FALSE,+91 94264 62989,9.19E+11,380022,3,1,,,,,,Gujarat,105 Vanijay Bhavan,,5,https://www.google.com/maps/search/?api=1&query=Ashirvad%20Xerox&query_place_id=ChIJF5kfmaWFXjkRglvO97-nM4E,
Vishwa Xerox & Printers,"2J97+634, Road, nr. L J Dave School, Havada Ni Pole, Manavmoti, Gomtipur, Ahmedabad, Gujarat 380021, India",Stationery store,,,,,,,,,,Stationery store,2.71E+18,Ahmedabad,TRUE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7g37uidQ0tAu2Niz5n_rEQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=268.92392&pitch=0&thumbfov=100,1,FALSE,23.018024,72.6127168,"Havada Ni Pole, Manavmoti, Gomtipur",,,,,,,,,,,,,,,FALSE,+91 92656 77254,9.19E+11,380021,4,2,,,,,,Gujarat,"2J97+634, Road, nr. L J Dave School",,4.5,https://www.google.com/maps/search/?api=1&query=Vishwa%20Xerox%20%26%20Printers&query_place_id=ChIJ0VdVqNWFXjkRAAAAMEZ1pSU,
Sony Xerox Center,"Old City, Sarangpur, Sherkotda, Ahmedabad, Gujarat 380001, India",Print shop,Bookbinder,Commercial printer,Digital printer,Drafting service,Lamination service,,,,,Print shop,1.56E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipOwVG5dIaFR8v17Fgl3skgnMium8KRaqRBNNJgH=w408-h500-k-no,3,FALSE,23.022033,72.595642,"Old City, Sarangpur, Sherkotda",Monday,"8:30 AM to 1:30 PM, 4 to 8:30 PM",Tuesday,"8:30 AM to 1:30 PM, 4 to 8:30 PM",Wednesday,"8:30 AM to 1:30 PM, 4 to 8:30 PM",Thursday,"8:30 AM to 1:30 PM, 4 to 8:30 PM",Friday,"8:30 AM to 1:30 PM, 4 to 8:30 PM",Saturday,"8:30 AM to 1:30 PM, 4 to 8:30 PM",Sunday,8:30 AM to 1 PM,FALSE,+91 98258 01898,9.20E+11,380001,5,7,,,,,,Gujarat,,સોની ઝેરોક્ષ સેન્ટર,5,https://www.google.com/maps/search/?api=1&query=Sony%20Xerox%20Center&query_place_id=ChIJxSGK9TSEXjkRwy0SUFPw39c,
Classic Xerox & Online Multilink Services,"Shop no 8, Hathi Khai Rd, opp. Sheetal Cinema, Gomtipur Police Lines, Gomtipur, Ahmedabad, Gujarat 380021, India",Print shop,,,,,,,,,,Print shop,1.12E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipOv_t0H-17jE9NcB9czSgFiBPbdojy5WEpho_wV=w408-h306-k-no,4,FALSE,23.0213553,72.6100477,"Gomtipur Police Lines, Gomtipur",,,,,,,,,,,,,,,FALSE,+91 96387 74406,9.20E+11,380021,6,2,,,,,,Gujarat,"Shop no 8, Hathi Khai Rd, opp. Sheetal Cinema",,5,https://www.google.com/maps/search/?api=1&query=Classic%20Xerox%20%26%20Online%20Multilink%20Services&query_place_id=ChIJPbMhzEKFXjkRw8Vu98l26Zs,
Radhe cyber cafe -Net to phone -xerox,"1713, Wada Ni Pol, Old City, Khadia, Ahmedabad, Gujarat 380001, India",Internet cafe,Copy shop,,,,,,,,,Internet cafe,1.07E+19,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqtmxxaigLYg0P9pnWek8Yjf98SuE0ZCJld1vLMYrgFUhUN8OuKM0nCAiKJiqR9FEtC1wOPrhsxAsdq9t84P3zv5aKgbArHWKTTMa2Dpnpn4n7dHx6b7RAdTZWJpdKzOB8UuBY=w408-h544-k-no,7,FALSE,23.0217839,72.5940704,"Old City, Khadia",Monday,9 AM to 11:30 PM,Tuesday,9 AM to 11:30 PM,Wednesday,9 AM to 11:30 PM,Thursday,9 AM to 11:30 PM,Friday,9 AM to 11:30 PM,Saturday,9 AM to 11:30 PM,Sunday,9 AM to 11:30 PM,FALSE,+91 98792 24546,9.20E+11,380001,7,131,,,,,,Gujarat,"1713, Wada Ni Pol",રાધે સાયબર કેફે -નેટ તો ફોન -ઝેરોક્સ,3.7,https://www.google.com/maps/search/?api=1&query=Radhe%20cyber%20cafe%20-Net%20to%20phone%20-xerox&query_place_id=ChIJF9JpBzWEXjkRlb0bheHYFZU,
Gulshan Xerox,"679/19,Deepak Chamber,Kalupur,oppsite Railway Station Kalupur, Kalupur Tower Rd, Kalupur, Ahmedabad, Gujarat 380002, India",Copy shop,Lamination service,Print shop,Train ticket agency,,,,,,,Copy shop,1.15E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipOfS7PriHb0HbCZBpTFyDMtN1eAy4Fc4PdN4Wfu=w408-h580-k-no,1,FALSE,23.0274199,72.599554,"Suodagarpole, Revdi Bazar, Kalupur",Monday,7 AM to 10 PM,Tuesday,7 AM to 10 PM,Wednesday,7 AM to 10 PM,Thursday,7 AM to 10 PM,Friday,7 AM to 10 PM,Saturday,7 AM to 10 PM,Sunday,7 AM to 10 PM,FALSE,,,380002,14,4,,,,,,Gujarat,"679/19,Deepak Chamber,Kalupur,oppsite Railway Station Kalupur, Kalupur Tower Rd",ગુલશન ઝેરોક્ષ,4.3,https://www.google.com/maps/search/?api=1&query=Gulshan%20Xerox&query_place_id=ChIJq6qqOjeEXjkRXQUOpS2jIJ8,https://gulshanxerox.blogspot.com/
Shree Hari Xerox,"Dhanlaxmi Market,, Relief Rd, Revdi Bazar, Kalupur, Ahmedabad, Gujarat 380001, India",Copy shop,Copying supply store,Print shop,,,,,,,,Copy shop,8.18E+18,Ahmedabad,FALSE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9o2IqgyNK2fNPeAw0n31bw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=196.40822&pitch=0&thumbfov=100,1,FALSE,23.0278229,72.5987663,"Suodagarpole, Revdi Bazar, Kalupur",Monday,11 AM to 9:30 PM,Tuesday,11 AM to 9:30 PM,Wednesday,11 AM to 9:30 PM,Thursday,11 AM to 9:30 PM,Friday,11 AM to 9:30 PM,Saturday,11 AM to 9:30 PM,Sunday,Closed,FALSE,+91 63536 74054,9.16E+11,380001,15,8,,,,,,Gujarat,"Dhanlaxmi Market,, Relief Rd",શ્રી હારી ઝેરોક્સ,3.4,https://www.google.com/maps/search/?api=1&query=Shree%20Hari%20Xerox&query_place_id=ChIJbSPzITGEXjkRbesm6GsPlXE,
Dharmendra Xerox,"2JJ4+2WG, Saraspur Rd, Opp. Ambedkar Hall, Saraspur, Ahmedabad, Gujarat 380018, India",Copy shop,Cosmetics store,Payphone,,,,,,,,Copy shop,1.07E+19,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrlixZ7Am9fRPTSDCtTqYnh3c8hknTkbnvLV8bnkqOfUngD2lQlaKF72daBV_hGNxPQRldE5ANWAjwIYrY-aqbjTfv8A8j4V_5Fsl50Mwiy3hxTDgA_j2msOrqaAsNZ8tMCuLZd=w408-h544-k-no,11,FALSE,23.0300629,72.6073183,Saraspur,Monday,9 AM to 9 PM,Tuesday,9 AM to 9 PM,Wednesday,9 AM to 9 PM,Thursday,9 AM to 9 PM,Friday,9 AM to 9 PM,Saturday,9 AM to 9 PM,Sunday,9 AM to 9 PM,FALSE,+91 79 2292 1476,9.18E+11,380018,16,40,,,,,,Gujarat,"2JJ4+2WG, Saraspur Rd, Opp. Ambedkar Hall",ધર્મેન્દ્ર ઝેરોક્સ,4.4,https://www.google.com/maps/search/?api=1&query=Dharmendra%20Xerox&query_place_id=ChIJmSAoES-EXjkR8mqwir7MJpU,
MODI XEROX,"Bobadiya Dev, nilkanth Mahadev, Old City, Raipur, Khadia, Ahmedabad, Gujarat 380001, India",Store,,,,,,,,,,Store,1.21E+19,Ahmedabad,FALSE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fmiq2T-0oTxmLm8HLY7ovg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=136.37735&pitch=0&thumbfov=100,1,FALSE,23.0213686,72.5929835,"Old City, Raipur, Khadia",,,,,,,,,,,,,,,FALSE,+91 93740 12089,9.19E+11,380001,17,0,,,,,,Gujarat,"Bobadiya Dev, nilkanth Mahadev",,,https://www.google.com/maps/search/?api=1&query=MODI%20XEROX&query_place_id=ChIJOR7TiySFXjkRaI0iuf4AfKg,
Chamunda Stationary And Zerox,"A 6, nr. Lotus School, Lalita Society, Jaymala, Isanpur, Ahmedabad, Gujarat 382443, India",Stationery store,,,,,,,,,,Stationery store,4.31E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrLgRbtvs-iQG0uRaMQmYpMaif5Z1i5A3z0cQDoqmC5BYaQV17VtBTpVcGekAB_0l591mjETkw2y_ZR42DTAvuhUerGIPjZVudnORzTRMoldMXugrgX71p385Udr4pJFFWQOO7fQw=w408-h544-k-no,8,FALSE,22.9856323,72.5970927,"Lalita Society, Jaymala, Isanpur",Monday,9 AM to 9 PM,Tuesday,9 AM to 9 PM,Wednesday,9 AM to 9 PM,Thursday,9 AM to 9 PM,Friday,9 AM to 9 PM,Saturday,9 AM to 9 PM,Sunday,9 AM to 9 PM,FALSE,+91 85303 07936,9.19E+11,382443,12,4,,,,,,Gujarat,"A 6, nr. Lotus School",,5,https://www.google.com/maps/search/?api=1&query=Chamunda%20Stationary%20And%20Zerox&query_place_id=ChIJpYYhkDCFXjkRjVT8uqhy1js,
New Mahakali Xerox- ₹1 per Page(Both Sides),"Shop No 3, Basement, Jawahar Chowk, Jalaram Plaza, Maninagar, Ahmedabad, Gujarat 380008, India",Print shop,,,,,,,,,,Print shop,1.48E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipPtQRnbrtRkO_GoyO58wAYauYnbyBgjF5nFFE0e=w498-h240-k-no,7,FALSE,22.9937609,72.6038279,"Archana Society, Bhairavnath, Maninagar",,,,,,,,,,,,,,,FALSE,+91 99795 04180,9.20E+11,380008,14,3,,,,,,Gujarat,"Shop No 3, Basement, Jawahar Chowk, Jalaram Plaza",,5,https://www.google.com/maps/search/?api=1&query=New%20Mahakali%20Xerox-%20%E2%82%B91%20per%20Page(Both%20Sides)&query_place_id=ChIJVRtIE_eFXjkRnjGQI8-mrM0,
Ashirwad Cyber Cafe,"Shopping Center, 12, Govindwadi, Isanpur, Ahmedabad, Gujarat 382443, India",Computer store,Internet cafe,Store,,,,,,,,Computer store,3.91E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqRj--4cFp907aXaqsrXwwf2Cr6j6SFqzmw4guJNS3zRshZx3DvXlw9JbUedwYL43zEfXrp4rYkcGuCHikd_tBwU6wz6ZcW8gru8Bv2NLbVHSSF5CMibTmx3CUU0BXASSEjeOf5=w424-h240-k-no,12,FALSE,22.9829058,72.5981173,"Govindwadi, Jaymala, Isanpur",Monday,8 AM to 10:30 PM,Tuesday,8 AM to 10:30 PM,Wednesday,8 AM to 10:30 PM,Thursday,8 AM to 10:30 PM,Friday,8 AM to 10:30 PM,Saturday,8 AM to 10:30 PM,Sunday,8 AM to 10:30 PM,FALSE,+91 76000 79987,9.18E+11,382443,15,47,,,,,,Gujarat,"Shopping Center, 12",આશીર્વાદ સાયબર કેફે,4.2,https://www.google.com/maps/search/?api=1&query=Ashirwad%20Cyber%20Cafe&query_place_id=ChIJtTl9kfGFXjkR4-fFv-f7MTY,
Dev xerox,"dhanlaxmi evenuy, A-3, Jawahar Chowk, Balvatika, Maninagar, Ahmedabad, Gujarat 380008, India",Print shop,,,,,,,,,,Print shop,3.54E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrkwWcJaDo4Ssi6HfZrOERxx66TPFgBU9kq-VcHI7PHRUffTHHOjPqEAzP2tq3ySTjV0tQ13Pp4J87DKHT25tRNHOHRYEvLME_OlFs6bQjzXSt80J09sRnEckPWrm0YsMS7u8ax=w408-h544-k-no,5,FALSE,22.9953608,72.6048338,"Balvatika, Maninagar",Monday,9 AM to 10 PM,Tuesday,9 AM to 10 PM,Wednesday,9 AM to 10 PM,Thursday,9 AM to 10 PM,Friday,9 AM to 10 PM,Saturday,9 AM to 10 PM,Sunday,9 AM to 10 PM,FALSE,,,380008,18,4,,,,,,Gujarat,"dhanlaxmi evenuy, A-3, Jawahar Chowk",,5,https://www.google.com/maps/search/?api=1&query=Dev%20xerox&query_place_id=ChIJL909cmOFXjkRMSUznsfFKTE,
VINAYAK PRINTS,"Natvar Flat, A-6, opp. Yamunaji Haveli, Bhaduat Nagar, Janpath Society, Bhadwatnagar, Maninagar, Ahmedabad, Gujarat 380008, India",Digital printer,Digital printing service,Invitation printing service,Print shop,,,,,,,Digital printer,1.45E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqKPudS6y85iog-JNmNPIlDdpAWm3coo4D8cc9yFjqm7QipfXDoiR7oA_83Y9cQO47_BCozBxlHavLkwiq8IshzJTS5znBQCexdwG9mCg926ZpBTH6ctI53Z8eEzpC6lAep7w0lvg=w408-h356-k-no,11,FALSE,22.9874928,72.6032889,"Bhaduat Nagar, Janpath Society, Bhadwatnagar, Maninagar",Monday,10 AM to 8:30 PM,Tuesday,10 AM to 8:30 PM,Wednesday,10 AM to 8:30 PM,Thursday,10 AM to 8:30 PM,Friday,10 AM to 8:30 PM,Saturday,10 AM to 8:30 PM,Sunday,10 AM to 1:30 PM,FALSE,+91 63537 57677,9.16E+11,380008,23,173,152,11,3,4,3,Gujarat,"Natvar Flat, A-6, opp. Yamunaji Haveli",વિનાયક પ્રિન્ટસ,4.8,https://www.google.com/maps/search/?api=1&query=VINAYAK%20PRINTS&query_place_id=ChIJD7ObL-aFXjkR7gq4esuSD8k,http://vinayakprints.com/
Dwija Stationary & Xerox,"3H7C+9JC, Champak Nagar, Nava Vadaj, Ahmedabad, Gujarat 380013, India",General store,,,,,,,,,,General store,7.04E+18,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noTiUGvErUmAXAkn5cXNINST2H7HgV8sBPknL527GGZIlC7mXei7tDWXYKtoRAVoHvScLZy43HpyqgKJk2YXPYKiFAYGZW0uBgqVrZqYOL7PIyCvnL7rkwsMRfqnQH8pC1jYIg72w=w408-h312-k-no,9,FALSE,23.0634426,72.5715292,"Champak Nagar, Nava Vadaj",Monday,9:30 AM to 9:30 PM,Tuesday,9:30 AM to 9:30 PM,Wednesday,9:30 AM to 9:30 PM,Thursday,9:30 AM to 9:30 PM,Friday,9:30 AM to 9:30 PM,Saturday,9:30 AM to 9:30 PM,Sunday,9:30 AM to 9:30 PM,FALSE,,,380013,1,2,,,,,,Gujarat,3H7C+9JC,,5,https://www.google.com/maps/search/?api=1&query=Dwija%20Stationary%20%26%20Xerox&query_place_id=ChIJA0XbMwCDXjkRM0klxUE9r2E,
Kalyani Xerox Copy Lamination Stationery Shop,"Patel Society, Sorabji Compound Rd, opp. Suryalok Towers, Sorabji Compound, Sardar Colony, Ahmedabad, Gujarat 380013, India",Copy shop,,,,,,,,,,Copy shop,1.02E+19,Ahmedabad,TRUE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6QF3FKmiOiO3O4jgjys6mg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=31.236408&pitch=0&thumbfov=100,1,FALSE,23.0555896,72.5692221,"Sorabji Compound, Sardar Colony",,,,,,,,,,,,,,,FALSE,,,380013,2,1,,,,,,Gujarat,"Patel Society, Sorabji Compound Rd, opp. Suryalok Towers",,5,https://www.google.com/maps/search/?api=1&query=Kalyani%20Xerox%20Copy%20Lamination%20Stationery%20Shop&query_place_id=ChIJscofGACFXjkRt-Pulhp6sY0,
KIRTI XEROX AND STATIONERY,"G/3, Ravi Raj Avenue, nr. Parth Tower, Bhimjipura, Nava Vadaj, Ahmedabad, Gujarat 380013, India",Print shop,,,,,,,,,,Print shop,6.78E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipN0YRUCnihk9KEJjs5qE1Zwv2VMW8EkxDXTVVQ-=w408-h306-k-no,21,FALSE,23.0628819,72.5670417,"Bhimjipura, Nava Vadaj",Monday,9 AM to 10 PM,Tuesday,9 AM to 10 PM,Wednesday,9 AM to 10 PM,Thursday,9 AM to 10 PM,Friday,9 AM to 10 PM,Saturday,9 AM to 10 PM,Sunday,"10 AM to 2 PM, 5 to 8:30 PM",FALSE,+91 97141 13789,9.20E+11,380013,4,0,,,,,,Gujarat,"G/3, Ravi Raj Avenue, nr. Parth Tower",,,https://www.google.com/maps/search/?api=1&query=KIRTI%20XEROX%20AND%20STATIONERY&query_place_id=ChIJK6ZpjpuDXjkRH_Dye7YAJl4,
Jaymin Xerox & Stationers,"FF/05,Ganga Rachna Commercial Complex,Above Gandhi-Ashram Post Office,Subhash Bridge, Ashram Rd, Keshav Nagar, Ahmedabad, Gujarat 380027, India",Stationery store,Cleaning products supplier,,,,,,,,,Stationery store,1.51E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq6yLdXsYIZiYp_CWCeBOARESKedt9-LZ-Koa6bhH6vvPdNa-VUGMMSgO4nGGN-wOsFGLXfyfQgysyeNiZZvun1XWAaP3GsdoOc1gOB7mdz1nKWvMSl0Yy1npR8eltbmC3OtUU=w408-h725-k-no,3,FALSE,23.0634537,72.5819385,"Hridaya Kunj, Keshav Nagar",Monday,9 AM to 5 PM,Tuesday,9 AM to 5 PM,Wednesday,9 AM to 5 PM,Thursday,9 AM to 5 PM,Friday,9 AM to 5 PM,Saturday,9 AM to 5 PM,Sunday,Closed,FALSE,+91 94296 32823,9.19E+11,380027,7,0,,,,,,Gujarat,"FF/05,Ganga Rachna Commercial Complex,Above Gandhi-Ashram Post Office,Subhash Bridge, Ashram Rd",જયમીન ઝેરોક્સ & સ્ટેશનર્સ,,https://www.google.com/maps/search/?api=1&query=Jaymin%20Xerox%20%26%20Stationers&query_place_id=ChIJhSBt13eEXjkR4tJMRWc54NE,
Manglam xerox,"5 S/B Trust Ni Vadi, Nava Vadaj Cir, Gam, Nava Vadaj, Ahmedabad, Gujarat 380013, India",Stationery store,,,,,,,,,,Stationery store,1.20E+19,Ahmedabad,FALSE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ureptkj3__wd9LtZVVjcPw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=191.84073&pitch=0&thumbfov=100,1,FALSE,23.0628473,72.5623205,"Gam, Bhimjipura, Nava Vadaj",,,,,,,,,,,,,,,FALSE,+91 92277 37094,9.19E+11,380013,8,0,,,,,,Gujarat,"5 S/B Trust Ni Vadi, Nava Vadaj Cir",,,https://www.google.com/maps/search/?api=1&query=Manglam%20xerox&query_place_id=ChIJFfQ6obCDXjkR8Wy38BbKLqc,
Okay,"Silver Triangle Complex, 132 Feet Ring Road, Ronak Park Rd, Ahmedabad, Gujarat 380013, India",Store,,,,,,,,,,Store,1.23E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipP_L2O5Skls4FeefUw8tbLyMcGF67eIlHG7EQbH=w426-h240-k-no,19,FALSE,23.0603609,72.5571217,"Vijaynagar, Naranpura",Monday,11 PM to 5 AM,Tuesday,11 AM to 5 PM,Wednesday,11 AM to 5 PM,Thursday,11 AM to 5 PM,Friday,11 AM to 5 PM,Saturday,11 AM to 5 PM,Sunday,Closed,FALSE,,,380013,10,18,,,,,,Gujarat,"Silver Triangle Complex, 132 Feet Ring Road, Ronak Park Rd",શિવમ ઝેરોક્ષ & સ્ટેશનરી,4.5,https://www.google.com/maps/search/?api=1&query=Okay&query_place_id=ChIJSeFnMn-DXjkRsdSb_UoTMas,
